Title,DOI,Journal,Date,Authors,Abstract,PDF_Status
"Solar-Light Powered Photocatalytic Disintegration of Rose Bengal Dye Using Zn_1-xMg_xO_1-δ–CuO–NiO Nanocomposites Preparation, Functional Analysis and Optical Evaluation",10.1007/s10904-025-04138-z,Journal of Inorganic and Organometallic Polymers and Materials,2025-12-23,"Kokila, Selvasubramanian, Nesaraj, Arputharaj Samson","Water pollution from synthetic dyes poses serious environmental challenges due to their toxicity and persistence. In this study, Zn_1-xMg_xO_1-δ–CuO–NiO (x = 0.10–0.50) nanocomposites were synthesized via a simple soft chemical method and thoroughly characterized prior to photocatalytic evaluation, including crystal structure, morphology, surface properties, elemental composition, optical behavior, and textural features. N_2 adsorption–desorption analysis revealed a BET surface area of 21.5 m^2/g for Zn_0.90Mg_0.10O_1-δ–CuO–NiO, while the bandgap increased from 1.88 eV to 1.99 eV with increasing Mg content, confirming the role of Mg in tuning optical properties. Photocatalytic studies demonstrated that Zn_0.90Mg_0.10O_1-δ–CuO–NiO exhibited superior sunlight absorption, efficient charge-carrier separation, and enhanced electron–hole mobility, achieving 94% degradation of Rose Bengal dye within 105 min under direct sunlight, with pseudo-first-order rate constants ( k ) of 0.018–0.014 min⁻^1 for the series. Radical-trapping experiments identified superoxide (•O_2^−) and hydroxyl (•OH) radicals as the primary reactive species, and the photocatalyst showed excellent stability and reusability over five cycles. These results indicate that Zn_1-xMg_xO_1-δ–CuO–NiO nanocomposites are effective solar-driven photocatalysts, offering a promising strategy for sustainable dye removal and wastewater treatment. Graphical Abstract ",Downloaded
Biosorption-based elimination of hexavalent chromium using Bacillus cereus F4810-72 isolated from tannery effluents,10.1007/s10532-025-10239-w,Biodegradation,2025-12-23,"Bhattacharjee, Arghyadeep, Chatterjee, Debolina, Poddar, Sayan, Sengupta, Tapti, Karmakar, Srabani, Mitra, Arup Kumar, Bhattacharya, Tanima, Roy, Shreyasee, Chowdhury, Saheli Roy, Das, Khayali, Mondal, Kunal","The leather industry of West Bengal continuously discharges chromium-laden effluents, with hexavalent chromium [Cr(VI)] being particularly persistent and toxic. Hexavalent chromium released from tannery effluents poses serious environmental and public health hazards due to its high mobility, solubility, and carcinogenicity. Biosorption offers a sustainable and cost-effective alternative to conventional physicochemical remediation methods. In this study, the biosorption potential of Bacillus cereus F4810/72, a strain previously isolated from tannery wastewater, was systematically evaluated for Cr(VI) removal under varying physicochemical conditions. Batch experiments were conducted to investigate the influence of initial metal concentration (10–1000 µg/mL), contact time (10–100 min), pH (1–9), biomass concentration (1–4 g/L), temperature (10–60 °C), and agitation speed (10–120 rpm) on biosorption efficiency. Maximum Cr(VI) removal (approximately 79–80%) was achieved under optimized conditions: 250 µg/mL initial Cr(VI), 4 g/L biomass, pH 3, 50 °C, 70 min contact time, and 80 rpm agitation. Langmuir and Freundlich isotherm models were applied to elucidate adsorption behavior. Nonlinear Langmuir modeling indicated monolayer adsorption with a maximum capacity (Q_max) of 28.57 mg/g, whereas the Freundlich model ( R ^2 = 0.98) suggested adsorption onto a heterogeneous surface. Regeneration studies showed that 2 M HCl and a combined HNO₃–ascorbic acid eluent exhibited superior desorption efficiencies, maintaining high uptake–release performance across three cycles. Overall, B. cereus F4810/72 demonstrates strong Cr(VI) biosorption and regeneration potential, highlighting its viability as a low-cost, eco-friendly biosorbent for chromium-contaminated industrial wastewater systems. Graphical Abstract ",Downloaded
"Life-Cycle Greenhouse Gas Emissions Accounting for Sanitary landfills – a Case Study of a Typical Sanitary Landfill in Hangzhou, China",10.1007/s11270-025-08996-8,"Water, Air, & Soil Pollution",2025-12-23,"Zhang, Shuai, Liu, Kai, Huang, Xuyang, Li, He, Xu, Wenjie, Zhang, Yuzhong, Li, Guangyao, Zhan, Liangtong, Lan, Jiwu, Chen, Yunmin","Sanitary landfill is a widely used municipal solid waste (MSW) treatment method worldwide. However, existing research on greenhouse gas (GHG) emissions accounting for sanitary landfills is insufficiently detailed, resulting in lagging development of GHG reduction strategies and measures. This study proposes a comprehensive life-cycle GHG emissions accounting framework that incorporates material transformation laws and energy conversion processes to evaluate the GHG emissions and reductions of sanitary landfills. The potential for achieving carbon neutrality in well-managed sanitary landfills is also explored. Key findings include: (1) Methane from uncollected landfill gas (LFG) is the largest contributor to GHG emissions, accounting for 89.8% of the total emissions. (2) The LFG collection rate is identified as the most critical factor influencing GHG emissions. (3) A well-managed sanitary landfill has the potential to achieve carbon neutrality or even negative. The proposed framework offers an effective approach for accounting GHG emissions and exploring the carbon neutrality potential of sanitary landfills. Graphical Abstract ",Downloaded
Dye-sensitized solar cells A promising solution for climate change,10.1007/s11581-025-06858-1,Ionics,2025-12-23,"Bendary, Samar H., Mahmoud, Sawsan A.","Climate change is a growing global issue that affects all organisms, environmental elements, and biodiversity on Earth. This significant challenge underscores the urgent need for worldwide collaboration to address and overcome it. In response, governments, businesses, and the global economy are making substantial efforts to mitigate the negative effects of climate change on the environment. There are numerous obstacles in the fight against climate change, including the need for decarbonization, the protection of water resources and green spaces, and the implementation of innovative solutions across the energy, transportation, and construction sectors. Renewable energy, particularly solar energy generated through solar cells (SCs), is widely regarded as a promising strategy for tackling climate change and reducing its adverse effects. This approach has proven to be the most effective in addressing the current environmental crises. Dye-sensitized solar cells (DSSCs) provide a low-cost and eco-friendly PV alternative. Advances in dyes, photoanodes, and electrolytes improved efficiency and durability. DSSCs exhibit a low carbon footprint. Limitations of Solar Cell Technology. Hybrid Integration of solar cells with other Renewable Energy Systems. Combined renewable technologies can ensure grid stability and continuous power supply. Solar-driven decarbonization strategies reduce fossil fuel dependency and emissions.",Downloaded
"Harnessing Eisenia fetida for the vermconversion of biodegradable wastes in Dambi Dollo town, Ethiopia",10.1038/s41598-025-28044-z,Scientific Reports,2025-12-23,"Telila, Zelalem, Shifera, Yohhanes","Vermicomposting is a sustainable bioconversion process in which earthworms transform organic residues into nutrient-rich bio fertilizers under mesophilic conditions, with pH and moisture critically influencing decomposition efficiency. While microbial activity initiates substrate breakdown, Eisenia fetida plays a central role in stabilizing organic matter and enhancing nutrient content. This study investigated the performance of E. fetida in the 60-day vermicomposting of three locally available biodegradable wastes coffee husk, paper waste, and vegetable residues in Dambi Dollo town, at Dambi Dollo University Research center, Ethiopia. Coffee husk and paper waste were mixed with cow dung (3:1 ratio), whereas vegetable residues were composted without cow dung. Thirty mature worms were introduced per treatment, and samples were analyzed at Days 0, 30, and 60 for physicochemical and biological parameters. The results revealed significant transformations in substrate quality, including pH (7.51–7.03), EC (1.91–1.24 mS/cm), organic matter (47.06–29.21%), organic carbon (27.3–16.93%), total nitrogen (1.38–2.19%), C: N ratio (21.39–8.63), available phosphorus (11.17–20.85 ppm), and exchangeable potassium (2.26–4.43 mg/kg). The final vermicompost was well-stabilized, nutritionally enriched, and compliant with WHO and ISIRI standards. This study demonstrates the potential of vermicomposting as a cost-effective, environmentally sustainable, and locally adaptable solution for managing biodegradable waste, providing high-quality organic fertilizers for agricultural use. These findings offer insights applicable to similar tropical and subtropical African regions, emphasizing the role of vermiculture in promoting circular economy and sustainable agriculture.",Downloaded
Assessing Subsurface Heterogeneity and Infiltration Capacity at a Restored Wetland Using Geophysical Imaging and Infiltration Tests,10.1007/s13157-025-02020-9,Wetlands,2025-12-23,"Otchere, Nana-Aboagye, Aizebeokhai, Ahzegbobor P., Martin-Hayden, James M., Doro, Kennedy O.","Wetland soil properties and stratigraphic heterogeneity influence their water-holding capacity, infiltration, and subsurface flow. Infiltration, however, depends on the soil’s saturated hydraulic conductivity (K_sat) whose spatial variability at field scale is difficult to quantify. In this study, we combined electromagnetic induction (EMI) and electrical resistivity imaging (ERI) with infiltration tests to assess the spatial variation in the shallow subsurface stratigraphy and K_sat at a restored wetland in northwest Ohio. We used a Geonics EM38-MK2, with a transmitter and two receivers spaced 0.5 and 1.0 m to map the spatial distribution of the soil’s apparent electrical conductivity (ECa). The ER measurements were acquired along nine transects using a SuperSting R8 resistivity meter with 84-electrode and a dipole-dipole electrode array. The ER results, constrained with lithostratigraphic logs, showed 0.7 m thick topsoil (silty loam) underlain by 0.5 m thick clayey loam interspersed with coarser materials and alternating units of diamictons. The observed ECa were relatively higher (10–40 mS/m) for the 0.5 m T-R spacing compared to the 1.0 m spacing (8–36 mS/m). The spatial distribution of K_sat ranged from 0.01 to 0.9 mm/min with higher values at areas with high silt and sand content. A least-squared linear regression between K_sat and ECa yielded coefficient of determination (R^2) values > 0.62 indicating the effectiveness of EMI for predicting the spatial variation of K_sat. Thus, combining geophysical imaging with field infiltration tests provided valuable insights into infiltration through wetlands’ soils and potential subsurface flow at the restored wetland with limited details on subsurface flow.",Downloaded
Design and evaluation of magnetically recoverable eggshell-based nanocomposites with high surface area for efficient Cr(VI) removal from wastewater,10.1007/s41062-025-02433-9,Innovative Infrastructure Solutions,2025-12-23,"Damarany, Amira, Hashim, Mohamed, Abdelhamid, Ali, Altuwayjiri, Abdulmalik, Alzlfawi, Abdullah, Farghaly, Ahmed","This study introduces a sustainable eggshell–magnetite (ESM) biocomposite synthesized from waste eggshells and magnetite (Fe_3O_4) nanoparticles for efficient removal of hexavalent chromium [Cr(VI)] from aqueous solutions. The optimized ESM 2:1 (wt%) formulation achieved rapid and nearly complete Cr(VI) removal (99.05%) within 15 min at pH 3.0. Response Surface Methodology (RSM) confirmed pH and adsorbent dose as the most influential parameters, showing strong synergistic effects on adsorption capacity. Comprehensive material characterization revealed a self-activating mechanism during Cr(VI) uptake. XRD analysis demonstrated that the ESM composite retained the crystalline signatures of both calcite (CaCO_3) and Fe_3O_4 while exhibiting intensified calcite peaks and suppressed Fe_3O_4 reflections. BET analysis showed a 2.7-fold surface area increase after adsorption, confirming the generation of new mesoporosity. FTIR spectra evidenced shifts in Fe–O and $$CO_3^{2-}$$ bands, verifying active participation of both functional groups in Cr(VI) reduction and binding. In addition, the ESM maintained over 89% removal efficiency after three regeneration cycles with an estimated treatment cost of USD 11.23 m^−3, demonstrating a scalable, low-cost, and circular-economy solution for decentralized wastewater treatment. Graphical abstract ",Downloaded
"Regional scale analysis of the internal propagation of groundwater droughts in Andhra Pradesh, India",10.1007/s00704-025-05957-3,Theoretical and Applied Climatology,2025-12-23,"Muraharirao, Prem Chand, Chinthu, Naresh","• The Groundwater Drought Instantaneous Propagation Speed (GDIPS) framework is developed to characterize the internal propagation of groundwater droughts at the regional scale. • Contrasting drought development and recovery patterns are observed across the study region. • Groundwater drought recovery duration is highly correlated with the temporal dynamics of groundwater time series. Accurate characterization of groundwater droughts is critical for efficiently managing groundwater resources at multiple scales. Over the past years, most of the research has been focused on analyzing propagation characteristics from meteorological droughts to groundwater droughts; however, a clear understanding of the internal propagation of groundwater droughts at the regional scale is lacking. Therefore, in this study, we investigate the internal propagation of groundwater droughts and analyze various drought characteristics at a regional scale in Andhra Pradesh state. From this study, we tried to understand the groundwater drought propagation speeds and the relation between groundwater drought characteristics across three different regions in Andhra Pradesh. Nonparametric Standardized Groundwater Index (SGI) and Groundwater Drought Instantaneous Propagation Speed (GDIPS) are used to study groundwater drought characteristics and internal propagation dynamics. Our results indicate that groundwater drought internal propagation characteristics are highly spatially variable, and even high-rainfall regions are susceptible to prolonged groundwater droughts. Groundwater droughts in the study area are characterized as mild to moderately frequent. Drought Recovery Duration (DRD) influences the cyclic nature of groundwater time series in most districts of the study region. This study helps understand the groundwater drought internal propagation mechanism and effectively manage groundwater resources from overexploitation.",Downloaded
"Photocatalytic Degradation of Methylene Blue Performance, Mechanism, and Perspectives",10.1007/s11244-025-02234-5,Topics in Catalysis,2025-12-23,"Mottammal, Drisya, Thomas, Susmi Anna, Cherusseri, Jayesh, Kumar, Asheesh, Rajendran, Deepthi N.","Toxic and environmentally-hazardous dye removal from the aquatic environment is a challenging task. Various types of dyes are contaminated in water sources that eventually create health issues to biological species including humans. As per the sustainable development goals (SDGs) put forward by the United Nations’ to rectify this issue and to make our green planet earth live long, particularly SDG-3 (Good Health and Well-Being), SGD-6 (Clean Water and Sanitation), and SDG-14 (Life Below Water) proclaims necessary actions to the various nations to protect their aquatic environments. Nanostructured materials such as graphitic carbon nitride (g-C_3N_4) is a potential material which is used as a catalyst to remove dyes from water sources. Herein, we discuss the applications g-C_3N_4 in methylene blue (MB) degradation. Initial section discusses the salient features of g-C_3N_4 including their properties and synthesis methods and further we review the preparation of various g-C_3N_4-based catalysts for application in the removal of MB from the water. These include the preparation of g-C_3N_4/metal oxide composites, g-C_3N_4/polymer nanocomposites, g-C_3N_4/chalcogenide composites, etc. Furthermore, we detail the potential challenges faced by these catalysts to remove the MB from water and also their future perspectives. Graphical Abstract ",Downloaded
Enhancing physical-mechanical properties and flame retardancy of fir with lignin-based aqueous modifier,10.1007/s00107-025-02356-3,European Journal of Wood and Wood Products,2025-12-23,"Yu, Fanjun, Wang, Yonggui, Xie, Yanjun, Qiu, Zhe, Zhang, Tianpeng, Xiao, Zefang","A lignin-based wood modification strategy was proposed by impregnating a composite aqueous modifier consisting of allylated lignin (AL), unsaturated phytic acid amine (TEPA-GMA-PA), and N-hydroxymethyl acrylamide (NMA). The system was designed to enhance the dimensional stability, mechanical properties and flame retardancy of fast-growing fir. AL was synthesized through etherification of industrial alkali lignin with allyl glycidyl ether, endowing the lignin with reactive unsaturated sites for crosslinking. Meanwhile, TEPA-GMA-PA was prepared via a ring-opening addition reaction between glycidyl methacrylate and tetraethylenepentamine, followed by neutralization with phytic acid. The successful synthesis of AL and TEPA-GMA-PA was demonstrated by Fourier Transform Infrared Spectroscopy and Nuclear magnetic resonance spectroscopy. The resulting compound modifier was blended with NMA to form an aqueous polymerizable system. Leaching test demonstrated that the modifier underwent in situ polymerization within the wood structure to form water-insoluble macromolecules, reducing the leaching rate to 34.9%. Modified wood exhibited significant mechanical enhancement with 30.8% and 19.6% increases in modulus of rupture and modulus of elasticity, respectively, while maintaining impact strength to natural wood. Flame retardancy improvements were confirmed by cone calorimetry showing 35.6% reduction in total heat release and 7.2% decrease in total smoke production. Furthermore, the limiting oxygen index increased from 22.6 to 34.7%. The proposed strategy provided a new approach for improving of high-value utilization of wood with lignin-based modifier.",Downloaded
Dietary differences amplify the water stress impacts of virtual water trade in the yellow river basin,10.1038/s41598-025-28020-7,Scientific Reports,2025-12-23,"Ren, Dandan, Mao, Huiran, Xiao, Dengpan, Lu, Yang, Xu, Xiaoren, Ma, Qingtao, Wang, Liang","Understanding the implications of dietary consumption and food trade for water resources is essential for sustainable development in water-scarce regions. In this study, we quantified the dietary virtual water use (DVWU) and trade flows associated with food production and consumption across the upstream, midstream, and downstream regions of the Yellow River Basin (YRB), with explicit consideration of urban–rural dietary differences. We then evaluated how virtual water transfers in the food trade affect regional water stress. The results revealed that, in 2020, grain-based diets accounted for 28.32% more DVWU than animal-based diets in the YRB. Upstream residents had the highest per capita DVWU (312.3 m^3), primarily due to higher intake of water-intensive foods and feed. Rural diets were dominated by grain-based virtual water (60.64%), whereas urban diets relied more on animal sources (53.43%). The food trade led to a net outflow of 60.7 BCM of virtual water from the YRB, primarily from the downstream area, resulting in a 53.64% overall increase in the water stress index (WSI) across the basin. Although upstream regions experienced a 24% decrease in WSI due to virtual water inflow, downstream areas experienced an 80% increase, highlighting the spatial mismatch between food production and water availability. This study provides evidence-based insights for integrated food–water management and water-efficient food system planning in response to increasing water stress in the YRB and other arid regions of China.",Downloaded
Green extraction of active compounds in marine microalgae,10.1186/s44315-025-00051-9,Blue Biotechnology,2025-12-23,"Xie, Junhong, Zhao, Quanyu","Marine microalgae serve as photosynthetic cellular factories for producing active natural products. Currently, compounds such as polysaccharides, proteins, lipids, pigments, and polyphenols extracted from marine microalgae exhibit anti-inflammatory, antimicrobial, and antitumor activities. Components such as pigments and unsaturated fatty acids in marine microalgae possess antioxidant properties and contribute to meeting the nutritional needs of the human body. Extracting these active compounds from marine microalgae requires pretreatment. Methods such as ball milling, high-pressure homogenization, microwave, ultrasound, ionic liquids, and enzymatic methods can disrupt the cell walls of marine microalgae, thereby enhancing extraction efficiency. Green extraction processes include pressurized liquid extraction, supercritical extraction, ionic liquids, and deep eutectic solvents. This paper identifies the current bottlenecks in these pretreatment and extraction processes and proposes potential solutions. In silico simulation and artificial intelligent methods are helpful to design new green solvents and separation processes. Further development of green extraction processes for marine microalgae will advance the application of blue biotechnology.",Downloaded
Soil erosion susceptibility assessment in the Bistrița River basin (Romania) using machine learning algorithms and GIS,10.1038/s41598-025-28184-2,Scientific Reports,2025-12-23,"Muratoreanu, George, Dunea, Daniel, Tanislav, Danut, Reid, Michael, Diaconu, Daniel Constantin, Costache, Andra, Serban, Gheorghe, Pastor, Ioana, Bretcan, Petre","This study evaluates the relationship between soil erosion and 12 environmental and anthropogenic variables to identify erosion-susceptible areas in the Bistrita River basin (Romania), using machine learning algorithms (MLA). Three supervised classification algorithms Support Vector Machine (SVM), K-Nearest Neighbors (K-NN) and Random Forests (RF) were trained using 4761 sets of values, 1191 values to validate the models, and 1488 to test the models and to ensure that they could be applied in practice. The performance of each model was evaluated using Mean Squared Error (MSE), Root Mean Square Error (RMSE), Mean Absolute Error (MAE), and R-squared (R^2). Using natural breaks, the results were spatially represented using 5 erosion susceptibility classes (very high, high, moderate, low, and very low). The best trained MLA (RF with R^2 = 0.67) was used to simulate three scenarios i.e., what happens in 2050, 1) if the current deforestation trend (2001–2023) is continued and precipitation is reduced, on average by 0.5 mm/y, 2) if the trend is reversed and the forested areas of 2001 are returned, or 3) if the sub-Carpathian area, the most affected by erosion, is afforested by > 50,000 ha. In this last scenario, the model showed that the areas with very high erosion (23.2% of the surface area) are transformed into the high and moderate classes, but the estimated costs of planting and maintaining the forested areas are estimated at approximately 775 million euros, which may represent a serious limitation in achieving this goal. In the Subcarpathian area, where erosion is substantial, simulations have shown that afforestation of at least 50 ha/km^2 significantly reduces the phenomenon. Each 10 ha increase above this value causes a reduction in erosion by 1 t/ha/year, so at 90 ha/km^2 an erosion of 1 t/ha/year is reached. Developing scenarios to assess susceptibility to erosion using machine learning (ML) training models with the variable of increasing/decreasing different environmental and anthropogenic variables could help local authorities or various administrators to improve their ecosystem management.",Downloaded
Environmental pollutant and source analysis near Chinese chemical industrial activities,10.1007/s44274-025-00364-x,Discover Environment,2025-12-22,"Zhong, Daoxu, Li, Jiaming, Wang, Shui, Bai, Lisen, Liu, Guangbing, Tao, Jingzhong, Li, Mengya, Liu, Wei","This study used LC-QTOF-MS and suspect screening. It systematically identified and analyzed pollutants in the rivers and coastal areas around a chemical industrial park in Jiangsu Province. The research revealed the spatial distribution of complex chemical pollutants and their links to industrial discharges. Samples from the GH, ZB, and XY rivers and coastal areas revealed a complex mix of pollutants, including pesticides, pharmaceuticals, and industrial chemicals. PCA traced pollution sources, with industrial waste and agricultural runoff being significant. The study identified 120 chemicals, with pesticides making up 65%. Notable contaminants included nonylphenol and tributylamine. Industrial contributions were evident downstream of the park, with sites G-3 to G-6 in the GH River and ZB-4 in the ZB River showing high contamination. PCA identified industrial discharges and agricultural runoff as primary pollution sources, with chemicals like anileridine, atrazine, and azoxystrobin indicating industrial influence. Unique pollution signatures suggested localized impacts. The findings provide a scientific basis for developing targeted pollution control strategies and promoting sustainable development of chemical industrial parks.",Downloaded
Assessing the environmental costs of a thermal power plant in tehran using life cycle analysis,10.1007/s13762-025-06854-y,International Journal of Environmental Science and Technology,2025-12-22,"Javidi, N, Nabi Bidhendi, G, Tavakoli, O, Mehrdadi, N","This study assesses the environmental and economic impacts of a natural gas-fired thermal power plant in Tehran using life cycle analysis and environmental cost accounting. The analysis considers key environmental categories, including global warming potential, acidification potential, eutrophication potential, water consumption, thermal pollution, and particulate matter formation. This study used a life cycle analysis framework integrated with environmental cost accounting to assess the environmental costs of a natural gas-fired thermal power plant in Tehran. The study covered the entire life cycle of the power plant, including fuel extraction, transportation, electricity generation, greenhouse gas emissions, and waste management. The environmental impacts were then quantified in financial terms to estimate the economic burden associated with these impacts, providing a comprehensive view of the plant’s environmental footprint. The results show that the plant emits 451.5 kg CO_2 equivalent per megawatt-hour, with a total annual emission of 1.63 million tons of CO_2 equivalent, which significantly contributes to global climate change. The plant’s high levels of NOx and SOx emissions, which contribute to acidification and air pollution, are also of concern, along with the plant’s annual water consumption of 10.8 million cubic meters, which leads to water shortages and thermal pollution in Tehran. The economic costs associated with these environmental impacts are estimated at $31.20 per megawatt-hour, indicating hidden social costs related to public health and environmental degradation. The study emphasizes the need for policy interventions, such as upgrading emission control technologies, reducing water consumption through dry cooling systems, and transitioning to renewable energy sources to reduce the environmental and economic burdens of thermal power generation. This study also emphasizes the importance of understanding the water-energy nexus in managing resource interdependencies and achieving long-term sustainability in urban energy systems.",Downloaded
Robust securable economic operation of grid-connected renewable integrated energy system with hydrogen storage and electric and fuel cell vehicles,10.1038/s41598-025-26984-0,Scientific Reports,2025-12-22,"Varei, Hadi, Zayandehroodi, Hadi, Shahbazzadeh, Mehdi Jafari, Eslami, Mahdiyeh","The economic operation of the smart distribution network based on voltage security and environmental indicators considering renewable integrated energy systems based on hydrogen storage and electric vehicles is presented in this study. Renewable solar, bio-waste, and wind resources are used in integrated system. Battery-based electric vehicles, plug-in hybrid electric cars, and fuel cell-based electric vehicles are present as mobile storage in the integrated system. The weighted sum of the voltage profile, operating cost, and environmental pollution are minimized for a deterministic model. This problem includes power flow constraints, security and operation limitations, and the operating formulation of renewable units, hydrogen storage, various electric vehicles, and the power and hydrogen balancing in the integrated system. Fuzzy decision-making technique obtains a compromise point. In the following, a linear formulation for the aforementioned study is obtained. The proposed design has uncertainty parameters such as price of energy, renewable power rate, load, charge/discharge rate, and initial/final energy of electric cars. To achieve a robust solution to the prediction error of uncertainties, this paper uses adaptive robust optimization to appropriately formulation the aforementioned uncertain quantities. Finally, the findings indicate the suggested design’s potential for improving the environmental, technical and economic conditions of the smart distribution grid with energy management of the aforementioned integrated unit. Thus, the power management of stationary and mobile storage devices in the renewable integrated system is able to improve the security of voltage, operational, economic and environmental status of the smart distribution system by about 42.5%, 43.9%-57.6%, 26% and 62%, respectively, in the worst case scenario compared to network load flow analysis.",Downloaded
Source apportionment of inorganic nitrogen in shallow groundwater in the Chengdu plain area based on multiple quantitative and qualitative methods,10.1007/s12665-025-12743-x,Environmental Earth Sciences,2025-12-22,"Hao, Liu, Yong, Liu, Hongzhi, Sun, Huan, Huang, Yanming, Liu","With rapid urban construction, economic development, and population growth, groundwater quality has become an important factor limiting the sustainable development of Chengdu. In particular, nitrate and nitrite accumulation in the human body may cause adverse health effects. Because the sources and transformation processes of inorganic nitrogen in groundwater are complex, accurately identifying its origin is essential for the effective and sustainable management of groundwater resources. In this study, hydrochemical analysis, a self-organizing neural network (SOM), principal component analysis (PCA), the absolute principal component score–multiple linear regression (APCS-MLR) model, and positive matrix factorization (PMF) were combined to quantitatively distinguish the influences of natural and anthropogenic factors on groundwater quality. The results showed that mean nitrogen concentrations measured 2.59 mg L⁻1 (NO₃⁻-N; 2.44% exceeding GB/T 14848–2017 Class III limits), 0.1 mg L⁻1 (NH₄⁺-N; 6.1% exceedance), and 0.02 mg L⁻1 (NO₂⁻-N). SOM clustering revealed that most samples in clusters 1–3 were strongly influenced by geological background, indicating a significant natural control on groundwater chemistry. PCA-APCS-MLR results further revealed several major sources, including evaporite dissolution (31.63%), reduction (13.02%), domestic pollution (9.17%), silicate dissolution (32.15%), and unidentified sources (14.03%), with natural sources contributing a total of 76.81%. Domestic pollution was the dominant contributor to NO₃⁻–N (38.85%), whereas reduction processes mainly controlled NH₄⁺–N (49.72%). PMF analysis also identified multiple influencing factors, including water–rock interaction (32.28%), domestic pollution (11.51%), reduction (16.01%), waste leachate (20.68%), and soil dissolution (19.52%). Natural sources accounted for 67.81% of the overall impact, while anthropogenic activities still exerted a considerable influence (32.19%). Overall, natural factors were identified as major sources influencing hydrochemical components. Domestic pollution was the major contributor to NO₃⁻–N, whereas NH₄⁺–N was predominantly derived from natural processes associated with water–rock interaction and reduction. This combined approach more accurately reflects the hydrogeochemical conditions of the basin and provides a scientific basis for groundwater protection and environmental management.",Downloaded
Application of bioremediation in restoring the polluted Cikakembang river,10.1007/s13762-025-06986-1,International Journal of Environmental Science and Technology,2025-12-22,"Yudianto, D., Yuebo, X., Kent, S., Tandiono, F., Cristobal, J.","Rapid industrial expansion and population growth in Indonesia have led to severe water pollution in the Cikakembang River, a tributary of the Citarum River. This study evaluated the potential of microbial bioremediation as a cost-effective and sustainable approach to improve water quality. The experiment evaluated the effects of bacterial type, bacterial ratio, and aeration across twelve treatment combinations. Key water quality parameters such as dissolved oxygen (DO), chemical oxygen demand (COD), ammonia nitrogen (NH3–N), nitrate (NO_3^−), total nitrogen (TN), and total phosphate (TP) were observed over a 9-day period, with measurements taken every three days. The results showed that bioremediation, particularly when combined with aeration, significantly improved water quality, achieving notable reductions in COD and nitrogen compounds. Significant improvements were achieved under aerated conditions, with average reductions of 82.45% COD, 78.94% NH3–N, 71.83% NO_3⁻, 33.49% TN, and 95.62% TP. Combinations B2 and B3, using the first bacterial set and aeration at ratios of 1:50,000 and 1:100,000, showed the highest pollutant removal efficiency. These findings demonstrate the strong potential of microbial bioremediation with aeration for reducing organic and nutrient pollutants in river systems similar to the Cikakembang River.",Downloaded
AI-driven portable smartphone-based sensor for microplastic detection a comprehensive review,10.1007/s13530-025-00294-4,Toxicology and Environmental Health Sciences,2025-12-22,"Akhil, Perumalla, Nagashubha, B., Lakshmi, Mallam Sree, Sowmya, Vallabhi, Sonu, Gujjala, Banu, Shaik Yashmeen, Veeresh, Chakali, Bandlapalli, Charitha, Sai, Maccha Kiran","Background Microplastic pollution is a major environmental concern, with millions of metric tons entering the oceans yearly, threatening marine ecosystems and human health. This underscores the urgency for accessible, real-time microplastic detection technologies. Objectives This review examines the fusion of artificial intelligence (AI) with smartphone-based sensors, aiming to develop portable, cost-efficient microplastic detection systems, and ushering a transition from laboratory-centered to distributed environmental monitoring. Methods The review covers traditional microplastic detection methods such as FTIR and Raman spectroscopy and introduces emerging AI-driven techniques. It discusses advances in optical sensing (plasmonic nanowhiskers, fluorescence staining, colorimetric assays) and AI models, such as CNNs, YOLOv8, and U-Net. Smartphone hardware and computational advancements are also evaluated. Results AI-enhanced smartphone sensors show detection accuracies between 96% and 99.3%, outperforming conventional microscopy and approaching laboratory-level precision. These systems detect sub-micron microplastics efficiently, supported by economic analyses favoring wide deployment. Conclusions AI-integrated smartphone sensors are transformative tools for environmental monitoring, offering portability, accuracy, and affordability. Continued innovation and regulatory support are essential for global adoption and effective microplastic pollution management.",Downloaded
